0111145D,#N/A N/A
0202445Q,#N/A N/A
0203524D,#N/A N/A
0226226D,#N/A N/A
0544749D,#N/A N/A
0574018D,#N/A N/A
0772031D,#N/A N/A
0848680D,#N/A N/A
0867887D,#N/A N/A
0910150D,25301020
0948669D,#N/A N/A
0961514D,#N/A N/A
0964591D,#N/A N/A
1028411Q,#N/A N/A
1086832D,#N/A N/A
1255173D,#N/A N/A
1255459D,#N/A N/A
1280712D,#N/A N/A
1281683D,#N/A N/A
1284849D,35202010
1288453D,30201030
1288652D,#N/A N/A
1293405D,#N/A N/A
1312089D,#N/A N/A
1317355D,#N/A N/A
1431816D,#N/A N/A
1436513D,#N/A N/A
1448062D,50201030
1500785D,55103010
1518855D,50203010
1519128D,45103010
1520415D,#N/A N/A
1524867D,#N/A N/A
1528159D,#N/A N/A
1539941D,10102040
1541931D,45301020
1566019D,20201080
1649858D,#N/A N/A
1654539D,#N/A N/A
1683351D,#N/A N/A
1683997D,#N/A N/A
1684442D,20106020
1697067D,15101020
1704453D,#N/A N/A
1715651D,15101020
1719868D,#N/A N/A
1746513D,#N/A N/A
1752754D,#N/A N/A
1799685D,#N/A N/A
1806854D,20202020
1810430D,#N/A N/A
1812212D,50203010
1822785D,#N/A N/A
1825471D,#N/A N/A
1831877D,40301040
1837572D,#N/A N/A
1856613D,15101030
1858968D,#N/A N/A
1920486D,#N/A N/A
1922150D,15101040
1927294D,20101010
1972693D,#N/A N/A
1996074D,#N/A N/A
1996760D,#N/A N/A
2071296D,#N/A N/A
2073714D,55102010
2078185D,25504040
2207158D,#N/A N/A
2213185D,#N/A N/A
2217347D,#N/A N/A
2258717D,45202030
2307532Q,#N/A N/A
2326007D,#N/A N/A
2326248D,45103020
2370058D,40101015
2499073D,20202020
2502261D,#N/A N/A
2641504Q,#N/A N/A
2676187Q,#N/A N/A
2942331Q,#N/A N/A
2968900Q,#N/A N/A
2987536Q,#N/A N/A
2999130Q,#N/A N/A
3022239Q,#N/A N/A
3026360Q,#N/A N/A
3029830Q,#N/A N/A
3080867Q,#N/A N/A
3133754Q,#N/A N/A
3153670Q,#N/A N/A
3286728Q,#N/A N/A
3362726Q,#N/A N/A
3393199Q,#N/A N/A
3403545Q,#N/A N/A
3414924Q,#N/A N/A
3423152Q,#N/A N/A
3517233Q,#N/A N/A
355488Q,#N/A N/A
3605818Q,#N/A N/A
3621240Q,#N/A N/A
3692470Q,#N/A N/A
4621824Q,#N/A N/A
502466Q,#N/A N/A
519239Q,#N/A N/A
5656565D,#N/A N/A
605018Q,#N/A N/A
605555Q,#N/A N/A
653707Q,#N/A N/A
723588Q,#N/A N/A
764144Q,#N/A N/A
8206908Q,#N/A N/A
8277831Q,#N/A N/A
8394653Q,#N/A N/A
929530Q,#N/A N/A
945852Q,#N/A N/A
987200Q,#N/A N/A
9876544D,25301010
9876549D,20202020
9876566D,40301040
9903115D,40203010
9980328D,35102015
9983490D,45203020
9990213D,20202020
9990253D,20106020
9991429D,25101010
9995522D,25504040
A,35203010
AA,15104010
AAL,20302010
AAP,25504050
AAPL,45202030
ABBV,35201010
ABKFQ,#N/A N/A
ABMD,35101010
ABNB,25301020
ABT,35101010
ACAS,40203010
ACGL,40301040
ACN,45102010
ADBE,45103010
ADI,45301020
ADM,30202010
ADP,20202010
ADSK,45103010
AEE,55103010
AEP,55101010
AES,55105010
AET,35102030
AFL,40301020
AGN,35202010
AIG,40301030
AIV,60106010
AIZ,40301040
AJG,40301010
AKAM,45102030
AKS,15104050
ALB,15101050
ALGN,35101020
ALK,20302010
ALL,40301040
ALLE,20102010
ALXN,35201010
AMAT,45301010
AMCC,45301020
AMCR,15103020
AMD,45301020
AME,20104010
AMG,40203010
AMGN,35201010
AMP,40203010
AMT,60108030
AMZN,25503030
AN,25504050
ANDV,10102030
ANDW,#N/A N/A
ANET,45201020
ANF,25504010
ANRZQ,10102050
ANSS,45103010
AON,40301010
AOS,20102010
APA,10102020
APC,10102020
APD,15101040
APH,45203015
APOL,25302010
APTV,25101010
ARE,60105010
ARG,15101040
ASH,15101050
ATGE,25302010
ATI,15104050
ATO,55102010
ATVI,50202020
AVB,60106010
AVGO,45301020
AVP,30302010
AVY,15103020
AW,#N/A N/A
AWE,#N/A N/A
AWK,55104010
AXON,20101010
AXP,40202010
AYE,#N/A N/A
AYI,20104010
AZO,25504050
BA,20101010
BAC,40101010
BALL,15103010
BAX,35101010
BBBYQ,25504060
BBWI,25504040
BBY,25504020
BC,25202010
BCR,35101010
BDK,#N/A N/A
BDX,35101010
BEN,40203010
BF/B,30201020
BFH,40202010
BG,30202010
BHF,40301020
BHI,10101020
BIGGQ,25503030
BIIB,35201010
BIO,35203010
BK,40203010
BKNG,25301020
BKR,10101020
BLDR,20102010
BLK,40203010
BLS,#N/A N/A
BMC,#N/A N/A
BMS,15103020
BMY,35202010
BNI,#N/A N/A
BOL,#N/A N/A
BR,20202030
BRCM,45301020
BRK/B,40201030
BRL,#N/A N/A
BRO,40301010
BSX,35101010
BTUUQ,10102050
BWA,25101010
BX,40203010
BXLT,35201010
BXP,60104010
C,40101010
CAG,30202030
CAH,35102010
CAM,10101020
CAR,20304040
CARR,20102010
CAT,20106010
CB,40301040
CBE,#N/A N/A
CBOE,40203040
CBRE,60201040
CCEP,30201030
CCI,60108030
CCL,25301020
CCTYQ,#N/A N/A
CDAY,20202010
CDNS,45103010
CDW,45203030
CE,15101050
CEG,55101010
CELG,35201010
CEPH,#N/A N/A
CERN,35103010
CF,15101030
CFC,#N/A N/A
CFG,40101015
CFN,35101010
CHD,30301010
CHKAQ,10102020
CHRW,20301010
CHTR,50201030
CI,35102015
CIEN,45201020
CIN,#N/A N/A
CINF,40301040
CITGQ,#N/A N/A
CL,30301010
CLF,15104050
CLX,30301010
CMA,40101010
CMCSA,50201030
CME,40203040
CMG,25301040
CMI,20106010
CMS,55103010
CMVT,#N/A N/A
CMX,#N/A N/A
CNC,35102030
CNP,55103010
CNX,10102020
COF,40202010
COL,20101010
COO,35101020
COP,10102020
COR,35102010
COST,30101040
COTY,30302010
COV,35101010
CPAY,40201060
CPB,30202030
CPGX,10102040
CPNLQ,#N/A N/A
CPPRQ,#N/A N/A
CPRI,25203010
CPRT,20201070
CPT,60106010
CRL,35203010
CRM,45103010
CSC,45102010
CSCO,45201020
CSGP,60201040
CSRA,45102010
CSX,20304010
CTAS,20201070
CTB,25101020
CTLT,35202010
CTRA,10102020
CTSH,45102010
CTVA,15101030
CTXS,45103010
CVC,50201030
CVG,#N/A N/A
CVH,#N/A N/A
CVS,35102015
CVX,10102010
CXO,10102020
CZR,25301010
D,55103010
DAL,20302010
DALRQ,#N/A N/A
DAY,20202010
DCNAQ,#N/A N/A
DD,15101050
DDS,25503030
DE,20106015
DFODQ,30202030
DFS,40202010
DG,30101040
DGX,35102015
DHI,25201030
DHR,35203010
DIS,50202010
DISCA,50202010
DISCK,50202010
DISH,50201030
DJ,#N/A N/A
DLR,60108050
DLTR,30101040
DLX,20201010
DNRCQ,10102020
DOC,60105010
DOFSQ,10101010
DOV,20106020
DOW,15101010
DPHIQ,#N/A N/A
DPZ,25301040
DRE,60102510
DRI,25301040
DTE,55103010
DUK,55101010
DVA,35102015
DVN,10102020
DXC,45102010
DXCM,35101010
DYNIQ,#N/A N/A
EA,50202020
EBAY,25503030
ECL,15101050
ED,55103010
EFX,20202020
EG,40301050
EIX,55101010
EKDKQ,45202030
EL,30302010
ELV,35102030
EMN,15101050
EMR,20104010
ENDPQ,35202010
ENPH,45301010
EOG,10102020
EOP,#N/A N/A
EPAM,45102010
EQIX,60108050
EQR,60106010
EQT,10102020
ES,55101010
ESRX,35102015
ESS,60106010
ETFC,40203020
ETN,20104010
ETR,55101010
ETSY,25503030
EVHC,35102015
EVRG,55101010
EW,35101010
EXC,55101010
EXPD,20301010
EXPE,25301020
EXR,60108020
F,25102010
FANG,10102020
FAST,20107010
FBF,#N/A N/A
FBIN,20102010
FCX,15104025
FDO,#N/A N/A
FDS,40203040
FDX,20301010
FE,55101010
FFIV,45201020
FHI,40203010
FHN,40101015
FI,40201060
FICO,45103010
FIS,40201060
FITB,40101010
FL,25504010
FLIR,45203010
FLR,20103010
FLS,20106020
FLT,40201060
FMC,15101030
FMCC,40201050
FNMA,40201050
FOSL,25203010
FOX,50201020
FOXA,50201020
FRCB,40101015
FRT,60107010
FSH,#N/A N/A
FSL/B,#N/A N/A
FSLR,45301020
FTI,10101020
FTNT,45103020
FTRCQ,50101020
FTV,20106020
GAP,25504010
GAS,55102010
GD,20101010
GDT,#N/A N/A
GDW,#N/A N/A
GE,20101010
GEHC,35101010
GEN,45103020
GENZ,#N/A N/A
GGP,60107010
GHC,25302010
GILD,35201010
GIS,30202030
GL,40301020
GLW,45203015
GM,25102010
GMCR,30202030
GME,25504020
GNRC,20104010
GNW,40301020
GOOG,50203010
GOOGL,50203010
GPC,25501010
GPN,40201060
GR,#N/A N/A
GRMN,25201010
GS,40203020
GT,25101020
GTW,#N/A N/A
GWW,20107010
HAL,10101020
HAR,25201010
HAS,25202010
HBAN,40101015
HBI,25203010
HCA,35102020
HCBK,#N/A N/A
HD,25504030
HES,10102020
HET,#N/A N/A
HFC,10102030
HIG,40301040
HII,20101010
HLT,25301020
HNZ,#N/A N/A
HOG,25102020
HOLX,35101010
HON,20105010
HOT,25301020
HP,10101010
HPC,#N/A N/A
HPE,45202030
HPQ,45202030
HRB,25302020
HRL,30202030
HSH,30202030
HSIC,35102010
HSP,35202010
HST,60103010
HSY,30202030
HUBB,20104010
HUM,35102030
HWM,20101010
IBM,45102010
ICE,40203040
IDXX,35101010
IEX,20106020
IFF,15101050
ILMN,35203010
INCY,35201010
INTC,45301020
INTU,45103010
INVH,60106020
IP,15103020
IPG,50201010
IPGP,45203020
IQV,35203010
IR,20106020
IRM,60108010
ISRG,35101010
IT,45102010
ITT,20106020
ITW,20106020
IVZ,40203010
J,20202020
JBHT,20304030
JBL,45203020
JCI,20102010
JEF,40203020
JHF,#N/A N/A
JKHY,40201060
JNJ,35202010
JNPR,45201020
JNS,40203010
JNY,#N/A N/A
JOY,20106010
JPM,40101010
JWN,25503030
K,30202030
KATE,25203010
KBH,25201030
KDP,30201030
KEY,40101010
KEYS,45203010
KG,#N/A N/A
KHC,30202030
KIM,60107010
KLAC,45301010
KMB,30301010
KMI,10102040
KMX,25504050
KO,30201030
KR,30101030
KRB,#N/A N/A
KRFT,30202030
KRI,#N/A N/A
KSE,#N/A N/A
KSS,25503030
KSU,20304010
KVUE,30302010
L,40301040
LDOS,20202020
LEG,25201020
LEHMQ,#N/A N/A
LEN,25201030
LH,35102015
LHX,20101010
LIN,15101040
LKQ,25501010
LLTC,45301020
LLY,35202010
LM,40203010
LMT,20101010
LNC,40301020
LNT,55101010
LO,30203010
LOW,25504030
LPX,15105010
LRCX,45301010
LULU,25203010
LUMN,50101010
LUV,20302010
LVLT,50101010
LVS,25301010
LW,30202030
LXK,45202030
LYB,15101010
LYV,50202010
M,25503030
MA,40201060
MAA,60106010
MAC,60107010
MAR,25301020
MAS,20102010
MAT,25202010
MBI,40301040
MCD,25301040
MCHP,45301020
MCK,35102010
MCO,40203040
MDLZ,30202030
MDP,50201040
MDT,35101010
MEE,#N/A N/A
MEL,#N/A N/A
MER,#N/A N/A
MET,40301020
META,50203010
MFE,#N/A N/A
MGM,25301010
MHK,25201020
MHS,#N/A N/A
MJN,30202030
MKC,30202030
MKTX,40203040
MLM,15102010
MMC,40301010
MMM,20105010
MNKKQ,35202010
MNST,30201030
MO,30203010
MOH,35102030
MOLX,#N/A N/A
MOS,15101030
MPC,10102030
MPWR,45301020
MRK,35202010
MRNA,35201010
MRO,10102020
MS,40203020
MSCI,40203040
MSFT,45103020
MSI,45201020
MTB,40101015
MTCH,50203010
MTD,35203010
MTG,40201050
MTLQQ,#N/A N/A
MTW,20106010
MU,45301020
MUR,10102020
MWV,15103020
MWW,50203010
MXIM,45301020
MYL,35202010
NAV,20106010
NAVI,40202010
NBL,10102020
NBR,10101010
NCC,#N/A N/A
NCLH,25301020
NDAQ,40203040
NDSN,20106020
NEBLQ,10101010
NEE,55101010
NEM,15104030
NFB,#N/A N/A
NFLX,50202010
NFX,10102020
NI,55103010
NKE,25203020
NKTR,35202010
NLSN,20202020
NOC,20101010
NOV,10101020
NOVL,#N/A N/A
NOW,45103020
NRG,55101010
NSC,20304010
NTAP,45202030
NTRS,40203010
NUE,15104050
NVDA,45301020
NVR,25201030
NWL,25201050
NWS,50201040
NWSA,50201040
NXPI,45301020
NXTL,#N/A N/A
NYT,50201040
O,60107010
ODFL,20304030
OGN,35202010
OI,15103010
OKE,10102040
OMC,50201010
OMX,#N/A N/A
ON,45301020
ORCL,45103020
ORLY,25504050
OTIS,20106020
OXY,10102010
PANW,45103020
PARA,50201020
PAYC,20202010
PAYX,20202010
PBCT,40101015
PBG,#N/A N/A
PBI,20201060
PCAR,20106010
PCG,55101010
PCL,#N/A N/A
PCP,20101010
PDCO,35102010
PEAK,60105010
PEG,55103010
PENN,25301010
PEP,30201030
PETM,25504040
PFE,35202010
PFG,40301020
PG,30301010
PGL,#N/A N/A
PGR,40301040
PH,20106020
PHM,25201030
PKG,15103020
PLD,60102510
PM,30203010
PMCS,45301020
PNC,40101010
PNR,20106020
PNW,55101010
PODD,35101010
POM,55101010
POOL,25501010
PPG,15101050
PPL,55101010
PRGO,35202010
PRU,40301020
PSA,60108020
PSX,10102030
PTC,45103010
PTV,#N/A N/A
PVH,25203010
PVN,#N/A N/A
PWR,20103010
PXD,10102020
PYPL,40201060
QCOM,45301020
QEP,10102020
QLGC,45203020
QRVO,45301020
R,20304030
RAI,30203010
RBK,#N/A N/A
RCL,25301020
RDC,10101010
REG,60107010
REGN,35201010
RF,40101015
RHI,20202010
RHT,45103020
RIG,10101010
RJF,40203020
RL,25203010
RMD,35101010
ROH,#N/A N/A
ROK,20104010
ROL,20201050
ROP,45103010
ROST,25504010
RRC,10102020
RRD,20201010
RSG,20201050
RSHCQ,25504020
RTN,20101010
RTX,20101010
RVTY,35203010
RX,#N/A N/A
SANM,45203020
SBAC,60108030
SBNY,40101015
SBUX,25301040
SCG,55103010
SCHW,40203020
SEBL,#N/A N/A
SEDG,45301010
SEE,15103020
SGP,#N/A N/A
SHLDQ,#N/A N/A
SHW,15101050
SIAL,15101050
SIG,25504040
SITC,60107010
SIVBQ,40101010
SJM,30202030
SLB,10101020
SLG,60104010
SLM,40202010
SNA,20106020
SNDK,45202030
SNI,50201020
SNPS,45103010
SNV,40101015
SO,55101010
SOV,40101015
SPG,60107010
SPGI,40203040
SPLS,25504040
SRCL,20201050
SRE,55103010
SSP,50201020
STE,35101010
STJ,35101010
STLD,15104050
STT,40203010
STX,45202030
STZ,30201020
SUNEQ,45301010
SVU,30101030
SWK,20106020
SWKS,45301020
SWN,10102020
SWY,30101030
SYF,40202010
SYK,35101010
SYY,30101020
T,50101020
TAP,30201010
TAP/B,#N/A N/A
TDC,45103020
TDG,20101010
TDY,45203010
TECH,35203010
TEG,55103010
TEL,45203020
TER,45301010
TEX,20106010
TFC,40101015
TFCF,50202010
TFCFA,50202010
TFX,35101010
TGNA,50201020
TGT,30101040
THC,35102020
TIE,#N/A N/A
TIN,#N/A N/A
TJX,25504010
TLAB,#N/A N/A
TMO,35203010
TMUS,50102010
TNB,#N/A N/A
TNL,25301020
TOY,#N/A N/A
TPR,25203010
TRB,#N/A N/A
TRGP,10102040
TRIP,50203010
TRMB,45203010
TROW,40203010
TRV,40301040
TSCO,25504040
TSLA,25102010
TSN,30202030
TSS,#N/A N/A
TT,20102010
TTWO,50202020
TUPBQ,25201050
TWC,50201030
TWTR,50203010
TWX,50202010
TXN,45301020
TXT,20101010
TXU,#N/A N/A
TYL,45103010
UA,25203010
UAA,25203010
UAL,20302010
UBER,20304040
UDR,60106010
UHS,35102020
UIS,45102010
ULTA,25504040
UNH,35102030
UNM,40301020
UNP,20304010
UPS,20301010
URBN,25504010
URI,20107010
USB,40101010
V,40201060
VALPQ,10101010
VAR,35101010
VFC,25203010
VIAB,50202010
VIAV,45201020
VICI,60108010
VLO,10102030
VLTO,20201050
VMC,15102010
VNO,60104010
VNT,45203010
VRSK,20202020
VRSN,45102030
VRTX,35201010
VSTNQ,#N/A N/A
VTR,60105010
VTRS,35202010
VYX,45103010
VZ,50101020
WAB,20106010
WAMUQ,#N/A N/A
WAT,35203010
WBA,30101010
WBD,50202010
WCG,35102030
WDC,45202030
WEC,55103010
WELL,60105010
WFC,40101010
WFM,30101030
WFTIQ,10101020
WHR,25201040
WINMQ,50101020
WM,20201050
WMB,10102040
WMT,30101040
WNDXQ,#N/A N/A
WOR,25201040
WPX,10102020
WRB,40301040
WRK,15103020
WST,35203010
WTW,40301010
WU,40201060
WWY,#N/A N/A
WY,60108040
WYE,#N/A N/A
WYNN,25301010
X,15104050
XEC,10102020
XEL,55101010
XLNX,45301020
XOM,10102010
XRAY,35101020
XRX,45202030
XTO,#N/A N/A
XYL,20106020
YUM,25301040
ZBH,35101010
ZBRA,45203010
ZION,40101015
ZTS,35202010
